tenure,Contract,InternetService,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,PhoneService,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
5,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,82.42,420.91,No
37,One year,No,Mailed check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.53,871.74,No
19,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,78.34,1427.2,Yes
0,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,84.64,84.05,No
59,Two year,Fiber optic,Credit card,0,Yes,No,No,No,No,No,Yes,Yes,Yes,No,84.91,5090.28,No
72,Two year,No,Electronic check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.62,1643.15,No
18,Month-to-month,Fiber optic,Credit card,1,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,95.62,1707.44,No
34,One year,DSL,Electronic check,0,No,No,Yes,No,Yes,No,Yes,No,Yes,No,66.72,2233.48,No
35,Two year,Fiber optic,Bank transfer,0,No,No,Yes,No,Yes,Yes,No,No,No,No,76.84,2644.48,No
34,One year,No,Electronic check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,595.13,No
63,Two year,No,Bank transfer,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.04,1371.02,No
38,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,84.86,3147.9,No
11,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,85.06,936.38,No
34,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,90.33,3041.78,No
50,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,No,Yes,No,Yes,75.14,3790.4,No
47,Two year,No,Bank transfer,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.63,1016.65,No
20,Month-to-month,DSL,Electronic check,1,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,67.34,1381.6,No
39,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,96.03,3714.5,No
52,Two year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,58.75,3068.31,No
4,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,56.23,221.76,No
27,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,84.19,2380.9,No
49,Two year,Fiber optic,Mailed check,0,No,No,No,Yes,No,No,No,No,No,Yes,72.15,3515.27,No
63,Two year,Fiber optic,Mailed check,1,Yes,No,No,Yes,No,No,No,No,No,No,65.17,4135.07,No
21,Two year,DSL,Credit card,0,No,No,Yes,No,Yes,No,No,No,Yes,No,54.97,1106.3,No
39,One year,Fiber optic,Bank transfer,0,Yes,No,No,No,No,No,No,No,No,Yes,70.7,2712.67,No
14,Month-to-month,DSL,Electronic check,0,No,Yes,Yes,Yes,No,No,No,No,No,Yes,50.71,735.55,Yes
39,Two year,Fiber optic,Bank transfer,0,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,96.09,3798.58,No
0,Month-to-month,DSL,Electronic check,1,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,60.86,58.28,No
14,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,83.36,1193.03,Yes
37,Two year,DSL,Mailed check,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,68.9,2613.79,No
0,One year,Fiber optic,Bank transfer,1,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,95.84,95.79,No
35,Two year,Fiber optic,Credit card,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,74.17,2677.02,No
0,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,82.59,82.85,No
54,Two year,DSL,Electronic check,0,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,55.56,2980.05,No
19,One year,DSL,Electronic check,0,No,No,No,Yes,Yes,No,Yes,No,No,No,53.49,969.95,No
38,One year,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,80.83,2939.41,Yes
39,Two year,DSL,Electronic check,0,Yes,No,No,Yes,No,No,No,Yes,No,Yes,52.92,1967.82,No
31,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,52.15,1611.51,No
44,One year,DSL,Credit card,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,63.93,2880.24,Yes
33,One year,DSL,Electronic check,0,No,Yes,No,Yes,No,No,No,No,No,No,43.24,1376.94,Yes
56,Two year,Fiber optic,Mailed check,0,Yes,No,No,Yes,No,No,Yes,No,No,Yes,79.75,4660.03,No
63,Two year,DSL,Credit card,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,78.8,5193.74,No
39,One year,DSL,Bank transfer,0,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,63.97,2581.42,No
20,Month-to-month,DSL,Credit card,0,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,67.69,1290.05,Yes
0,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,Yes,Yes,No,Yes,No,No,88.35,89.2,No
46,Two year,DSL,Electronic check,0,No,No,Yes,Yes,No,No,No,No,Yes,No,48.0,2310.2,No
42,Two year,Fiber optic,Credit card,0,Yes,No,Yes,No,Yes,No,No,No,Yes,No,76.27,3117.12,No
71,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,73.75,5381.03,No
12,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,83.71,1049.54,No
7,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,No,No,No,No,No,Yes,No,70.32,487.43,Yes
47,One year,DSL,Mailed check,0,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,67.29,3215.36,No
14,One year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.41,313.86,No
17,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,No,No,Yes,Yes,Yes,No,82.83,1352.73,Yes
6,One year,DSL,Credit card,0,No,No,Yes,Yes,No,No,No,Yes,No,No,55.33,316.22,No
6,Month-to-month,DSL,Credit card,1,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,70.98,446.75,No
11,Month-to-month,No,Mailed check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,195.84,No
41,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,74.03,2985.4,Yes
16,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,87.45,1330.72,Yes
4,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,No,No,No,No,No,No,65.53,258.78,No
52,Two year,DSL,Bank transfer,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,69.58,3630.57,No
61,One year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,87.21,5069.76,No
21,Two year,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.81,450.46,No
30,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.3,574.61,Yes
24,Month-to-month,No,Credit card,1,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.76,521.89,No
16,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,Yes,No,No,No,Yes,No,77.04,1184.39,Yes
33,One year,DSL,Credit card,0,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,66.08,2127.82,No
41,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,No,No,45.75,1871.11,No
49,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,89.3,4555.51,No
37,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,No,No,No,71.88,2535.31,Yes
54,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,83.11,4562.1,No
38,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,No,Yes,Yes,No,Yes,No,No,86.16,3248.44,No
27,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.98,530.67,Yes
22,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,395.4,No
0,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,91.14,94.97,Yes
72,One year,DSL,Credit card,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,63.92,4488.51,No
30,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,87.76,2533.91,Yes
67,One year,Fiber optic,Credit card,0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,76.15,5040.92,No
23,Month-to-month,Fiber optic,Mailed check,1,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,85.97,1946.85,Yes
54,Two year,DSL,Credit card,0,No,No,No,Yes,No,No,No,No,Yes,Yes,58.9,3090.11,No
44,Two year,DSL,Electronic check,0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,67.93,2929.5,No
34,Month-to-month,No,Credit card,1,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.22,756.88,No
72,Two year,No,Mailed check,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,1278.5,No
35,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,86.07,2912.88,Yes
72,One year,DSL,Bank transfer,1,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,72.13,5409.99,No
56,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,94.99,5132.08,No
44,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,No,Yes,No,Yes,81.47,3529.23,No
58,Two year,DSL,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,54.31,3175.45,No
31,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,76.29,2313.81,No
50,Two year,Fiber optic,Credit card,1,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,83.82,4270.85,No
37,One year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,82.95,2935.71,No
21,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,84.64,1742.22,Yes
26,Month-to-month,No,Bank transfer,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.66,589.55,Yes
56,Two year,Fiber optic,Electronic check,1,Yes,No,No,No,No,No,Yes,Yes,No,Yes,83.5,4744.61,No
41,One year,DSL,Electronic check,0,Yes,No,No,Yes,No,No,Yes,No,Yes,No,54.93,2189.42,Yes
28,Month-to-month,No,Electronic check,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,491.69,No
66,Two year,DSL,Mailed check,0,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,70.34,4818.13,No
30,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,80.53,2487.21,No
0,Month-to-month,No,Electronic check,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.11,21.74,Yes
1,Month-to-month,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,No,No,No,Yes,No,No,74.1,76.65,Yes
45,One year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,Yes,No,No,Yes,78.78,3398.16,No
42,Two year,DSL,Electronic check,0,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,64.59,2708.02,No
42,One year,Fiber optic,Electronic check,1,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,88.69,3834.83,No
17,Month-to-month,No,Mailed check,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.0,333.76,No
39,One year,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,78.57,3213.21,Yes
46,One year,DSL,Credit card,0,No,No,No,Yes,No,No,Yes,No,No,Yes,60.8,2901.71,No
72,Two year,DSL,Mailed check,0,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,66.06,4718.96,No
18,Month-to-month,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.61,370.39,Yes
21,One year,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,79.68,1712.62,No
23,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,76.25,1721.03,No
29,Month-to-month,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,523.74,No
2,One year,DSL,Electronic check,0,No,No,Yes,Yes,No,No,No,No,No,No,44.41,91.95,No
26,One year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,79.8,2178.0,Yes
18,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,93.52,1629.52,No
46,Two year,No,Mailed check,0,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.21,892.71,No
20,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,51.89,1063.66,No
8,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,No,Yes,No,No,No,No,49.47,401.87,Yes
33,Month-to-month,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.03,716.27,Yes
19,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,77.91,1511.47,No
9,One year,Fiber optic,Bank transfer,0,No,No,No,Yes,No,No,No,No,Yes,Yes,72.06,657.53,Yes
66,Two year,DSL,Electronic check,1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,78.3,5341.67,No
51,One year,No,Credit card,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.44,1082.48,No
17,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,82.33,1406.39,Yes
0,Month-to-month,DSL,Electronic check,0,No,Yes,No,No,No,No,No,No,Yes,Yes,59.7,60.0,No
32,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,No,Yes,No,No,No,No,73.54,2356.42,No
22,One year,Fiber optic,Electronic check,0,No,No,No,Yes,No,No,Yes,Yes,No,No,79.04,1691.0,No
12,Month-to-month,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.86,250.67,No
9,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,86.71,777.76,Yes
31,Two year,Fiber optic,Credit card,1,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,81.89,2472.53,No
38,One year,DSL,Electronic check,0,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,67.4,2438.31,No
21,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,No,No,No,No,No,Yes,No,67.04,1464.03,Yes
20,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,No,No,No,No,65.38,1271.37,Yes
35,One year,No,Credit card,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.45,713.79,No
6,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,80.39,483.76,No
42,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,64.05,2600.73,No
57,Two year,Fiber optic,Credit card,0,Yes,No,No,Yes,No,No,No,Yes,Yes,No,82.27,4668.99,No
3,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,85.83,247.74,No
25,Month-to-month,DSL,Electronic check,0,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,75.57,1796.94,No
24,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,No,Yes,No,No,No,77.02,1812.74,No
28,Month-to-month,No,Bank transfer,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,520.49,No
17,Month-to-month,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.97,342.15,No
8,Month-to-month,No,Bank transfer,0,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.48,168.21,No
16,One year,Fiber optic,Credit card,1,Yes,No,No,Yes,No,No,Yes,No,No,Yes,77.31,1194.85,Yes
10,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,92.52,962.51,No
27,Two year,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.67,529.08,No
59,Two year,DSL,Electronic check,0,No,No,Yes,No,No,No,No,Yes,No,No,52.6,3131.8,No
0,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,57.48,57.43,Yes
12,Month-to-month,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,212.82,No
66,Two year,Fiber optic,Credit card,0,No,No,No,No,No,No,No,No,No,Yes,75.6,5164.11,No
50,Two year,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,82.88,4326.02,No
53,Two year,DSL,Electronic check,0,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,62.12,3302.76,No
25,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,71.57,1832.03,No
26,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,No,No,No,No,No,No,No,62.9,1649.62,No
35,Month-to-month,DSL,Credit card,0,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,65.36,2340.08,Yes
63,Two year,No,Bank transfer,1,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.75,1314.11,No
44,One year,Fiber optic,Electronic check,0,No,No,No,Yes,No,No,No,Yes,No,No,70.02,3177.11,No
0,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,78.64,82.15,Yes
42,One year,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,55.64,2298.57,No
45,Month-to-month,No,Bank transfer,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.45,975.73,No
48,One year,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,849.35,No
34,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,97.96,3363.78,Yes
27,One year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.74,642.68,No
37,One year,DSL,Credit card,0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,70.75,2561.19,No
47,One year,DSL,Credit card,0,No,No,No,Yes,Yes,No,No,No,Yes,Yes,65.9,3144.94,No
25,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,88.76,2158.14,No
67,Two year,Fiber optic,Mailed check,1,Yes,No,No,Yes,Yes,No,Yes,No,No,No,78.56,5382.55,No
20,One year,DSL,Credit card,0,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,73.85,1531.87,Yes
5,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,76.53,374.7,Yes
0,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,No,No,Yes,No,78.14,82.02,Yes
42,One year,No,Electronic check,1,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.36,1024.45,No
15,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,100.91,1485.74,Yes
15,Month-to-month,No,Electronic check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.36,315.8,Yes
7,Month-to-month,DSL,Credit card,0,Yes,No,No,Yes,No,Yes,No,Yes,No,No,60.65,427.49,No
5,Month-to-month,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.61,91.63,No
18,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,No,Yes,No,No,77.1,1423.56,Yes
56,One year,DSL,Credit card,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,67.88,3917.49,Yes
43,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,60.11,2511.55,No
63,One year,No,Electronic check,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.81,1312.93,No
11,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,92.84,1029.26,No
0,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,No,No,No,No,No,Yes,Yes,80.42,81.43,Yes
32,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.78,629.28,No
72,Two year,Fiber optic,Bank transfer,0,Yes,No,No,No,No,No,Yes,No,Yes,No,76.08,5536.26,No
61,Two year,DSL,Electronic check,0,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,66.04,4016.43,No
18,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,90.0,1552.19,Yes
8,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,95.7,751.36,Yes
28,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,56.21,1610.35,No
27,Month-to-month,DSL,Bank transfer,1,Yes,No,No,Yes,No,No,No,No,No,Yes,51.55,1387.15,No
59,Two year,DSL,Electronic check,0,No,No,No,Yes,No,Yes,Yes,No,No,Yes,65.88,4013.6,No
0,Month-to-month,DSL,Mailed check,1,Yes,No,Yes,Yes,Yes,No,No,No,No,No,48.9,46.8,No
38,Two year,DSL,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,56.46,2092.26,No
36,One year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,664.67,No
35,Month-to-month,Fiber optic,Bank transfer,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,82.84,3005.96,Yes
69,Two year,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,78.25,5288.34,No
12,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,73.7,863.58,Yes
25,Two year,DSL,Mailed check,1,No,No,No,Yes,Yes,No,Yes,No,No,No,57.79,1497.82,No
39,Month-to-month,Fiber optic,Bank transfer,1,No,Yes,No,Yes,Yes,Yes,No,No,No,No,79.85,2964.9,No
72,Two year,DSL,Mailed check,0,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,56.63,4214.1,No
20,Month-to-month,DSL,Bank transfer,0,No,No,No,Yes,No,Yes,No,No,Yes,Yes,64.21,1318.44,No
11,Month-to-month,DSL,Mailed check,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,81.95,897.66,Yes
49,Two year,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.84,1032.37,No
33,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,No,Yes,No,No,54.55,1888.95,No
27,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,80.29,2196.5,No
47,Two year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,87.6,4043.35,No
53,Month-to-month,DSL,Mailed check,1,Yes,No,No,No,No,No,Yes,Yes,No,No,57.63,3008.64,No
30,Two year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,66.29,2028.4,No
28,One year,No,Bank transfer,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,512.88,No
29,One year,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,No,Yes,No,No,No,No,73.24,2229.65,No
20,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,79.58,1627.28,No
36,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,81.77,3017.48,Yes
67,Two year,DSL,Mailed check,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,53.73,3573.52,No
20,Month-to-month,No,Credit card,1,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.09,352.67,No
0,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,77.95,81.53,No
33,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,100.16,3163.36,No
0,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,90.18,87.18,No
32,One year,No,Credit card,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,589.75,No
53,Two year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.44,984.66,No
41,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,74.97,3034.94,Yes
41,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,73.62,3167.03,No
